State,Date,Vegetable_Id ,Vegetable_Name ,Wholesale_Price ,Retail_Price ,Shoping_Mall_Price ,Units ,Image
,2024-05-04,babycorn,Baby Corn,50,58 - 64,60 - 83,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 100, 'vegetableTop': 805}"
,2024-05-04,bananaflower,Banana Flower,20,23 - 25,24 - 33,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 107, 'vegetableTop': 869}"
,2024-05-04,capsicum,Capsicum,49,56 - 62,59 - 81,1kg,"{'vegetableHeight': 81, 'vegetableWidth': 64, 'vegetableTop': 933}"
,2024-05-04,bittergourd,Bitter Gourd,32,37 - 41,38 - 53,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 87, 'vegetableTop': 1101}"
,2024-05-04,bottlegourd,Bottle Gourd,24,28 - 30,29 - 40,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 64, 'vegetableTop': 1165}"
,2024-05-04,butterbeans,Butter Beans,49,56 - 62,59 - 81,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 82, 'vegetableTop': 1229}"
,2024-05-04,broadbeans,Broad Beans,27,31 - 34,32 - 45,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 1293}"
,2024-05-04,cabbage,Cabbage,22,25 - 28,26 - 36,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 70, 'vegetableTop': 1357}"
,2024-05-04,carrot,Carrot,44,51 - 56,53 - 73,1kg,"{'vegetableHeight': 85, 'vegetableWidth': 64, 'vegetableTop': 464}"
,2024-05-04,cauliflower,Cauliflower,26,30 - 33,31 - 43,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 71, 'vegetableTop': 1421}"
,2024-05-04,clusterbeans,Cluster beans,42,48 - 53,50 - 69,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 85, 'vegetableTop': 1485}"
,2024-05-04,coconut,Coconut,34,39 - 43,41 - 56,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 77, 'vegetableTop': 1549}"
,2024-05-04,colocasialeaves,Colocasia Leaves,16,18 - 20,19 - 26,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 79, 'vegetableTop': 1613}"
,2024-05-04,colocasia,Colocasia,26,30 - 33,31 - 43,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 1677}"
,2024-05-04,corianderleaves,Coriander Leaves,8,9 - 10,10 - 13,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 56, 'vegetableTop': 1741}"
,2024-05-04,corn,Corn,27,31 - 34,32 - 45,1kg,"{'vegetableHeight': 111, 'vegetableWidth': 64, 'vegetableTop': 1805}"
,2024-05-04,cucumber,Cucumber,27,31 - 34,32 - 45,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 92, 'vegetableTop': 1916}"
,2024-05-04,curryleaves,Curry Leaves,29,33 - 37,35 - 48,1kg,"{'vegetableHeight': 81, 'vegetableWidth': 64, 'vegetableTop': 1980}"
,2024-05-04,dillleaves,Dill Leaves,13,15 - 17,16 - 21,1kg,"{'vegetableHeight': 77, 'vegetableWidth': 64, 'vegetableTop': 2061}"
,2024-05-04,drumsticks,Drumsticks,40,46 - 51,48 - 66,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 87, 'vegetableTop': 2138}"
,2024-05-04,brinjal,Brinjal,24,28 - 30,29 - 40,1kg,"{'vegetableHeight': 86, 'vegetableWidth': 64, 'vegetableTop': 2202}"
,2024-05-04,brinjalbig,Brinjal (Big),26,30 - 33,31 - 43,1kg,"{'vegetableHeight': 71, 'vegetableWidth': 64, 'vegetableTop': 2288}"
,2024-05-04,elephantyam,Elephant Yam,27,31 - 34,32 - 45,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 86, 'vegetableTop': 2423}"
,2024-05-04,fenugreekleaves,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 91, 'vegetableTop': 2551}"
,2024-05-04,frenchbeans,French Beans,51,59 - 65,61 - 84,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 97, 'vegetableTop': 2615}"
,2024-05-04,garlic,Garlic,156,179 - 198,187 - 257,1kg,"{'vegetableHeight': 68, 'vegetableWidth': 64, 'vegetableTop': 2679}"
,2024-05-04,ginger,Ginger,116,133 - 147,139 - 191,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 71, 'vegetableTop': 549}"
,2024-05-04,oniongreen,Onion Green,45,52 - 57,54 - 74,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 104, 'vegetableTop': 2815}"
,2024-05-04,greenpeas,Green Peas,42,48 - 53,50 - 69,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 84, 'vegetableTop': 2943}"
,2024-05-04,ivygourd,Ivy Gourd,24,28 - 30,29 - 40,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 3007}"
,2024-05-04,lemon,Lemon (Lime),63,72 - 80,76 - 104,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 72, 'vegetableTop': 3071}"
,2024-05-04,mangoraw,Mango Raw,26,30 - 33,31 - 43,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 73, 'vegetableTop': 3210}"
,2024-05-04,mintleaves,Mint Leaves,5,6 - 6,6 - 8,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 101, 'vegetableTop': 3274}"
,2024-05-04,mushroom,Mushroom,91,105 - 116,109 - 150,1kg,"{'vegetableHeight': 83, 'vegetableWidth': 64, 'vegetableTop': 3338}"
,2024-05-04,mustardleaves,Mustard Leaves,15,17 - 19,18 - 25,1kg,"{'vegetableHeight': 88, 'vegetableWidth': 64, 'vegetableTop': 3421}"
,2024-05-04,ladiesfinger,Ladies Finger,37,43 - 47,44 - 61,1kg,"{'vegetableHeight': 92, 'vegetableWidth': 64, 'vegetableTop': 3509}"
,2024-05-04,pumpkin,Pumpkin,23,26 - 29,28 - 38,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 65, 'vegetableTop': 3601}"
,2024-05-04,radish,Radish,27,31 - 34,32 - 45,1kg,"{'vegetableHeight': 88, 'vegetableWidth': 64, 'vegetableTop': 3665}"
,2024-05-04,ridgegourd,Ridge Gourd,34,39 - 43,41 - 56,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 138, 'vegetableTop': 3753}"
,2024-05-04,shallot,Shallot (Pearl Onion),32,37 - 41,38 - 53,1kg,"{'vegetableHeight': 68, 'vegetableWidth': 64, 'vegetableTop': 3817}"
,2024-05-04,snakegourd,Snake Gourd,25,29 - 32,30 - 41,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 139, 'vegetableTop': 3885}"
,2024-05-04,sorrelleaves,Sorrel Leaves,12,14 - 15,14 - 20,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 79, 'vegetableTop': 3949}"
,2024-05-04,spinach,Spinach,15,17 - 19,18 - 25,1kg,"{'vegetableHeight': 69, 'vegetableWidth': 64, 'vegetableTop': 4013}"
,2024-05-04,sweetpotato,Sweet Potato,36,41 - 46,43 - 59,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 103, 'vegetableTop': 4082}"
,2024-05-05,onionbig,Onion Big,25,29 - 32,30 - 41,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 64, 'vegetableTop': 0}"
,2024-05-05,onionsmall,Onion Small,38,44 - 48,46 - 63,1kg,"{'vegetableHeight': 60, 'vegetableWidth': 64, 'vegetableTop': 64}"
,2024-05-05,tomato,Tomato,25,29 - 32,30 - 41,1kg,"{'vegetableHeight': 50, 'vegetableWidth': 64, 'vegetableTop': 124}"
,2024-05-05,greenchili,Green Chilli,40,46 - 51,48 - 66,1kg,"{'vegetableHeight': 69, 'vegetableWidth': 64, 'vegetableTop': 174}"
,2024-05-05,beetroot,Beetroot,40,46 - 51,48 - 66,1kg,"{'vegetableHeight': 93, 'vegetableWidth': 64, 'vegetableTop': 243}"
,2024-05-05,potato,Potato,27,31 - 34,32 - 45,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 90, 'vegetableTop': 400}"
,2024-05-05,plantain,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 97, 'vegetableTop': 336}"
,2024-05-05,amaranthleaves,Amaranth Leaves,11,13 - 14,13 - 18,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 78, 'vegetableTop': 613}"
,2024-05-05,amla,Amla,60,69 - 76,72 - 99,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 88, 'vegetableTop': 677}"
,2024-05-05,ashgourd,Ash gourd,18,21 - 23,22 - 30,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 109, 'vegetableTop': 741}"
,2024-05-05,babycorn,Baby Corn,49,56 - 62,59 - 81,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 100, 'vegetableTop': 805}"
,2024-05-05,bananaflower,Banana Flower,18,21 - 23,22 - 30,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 107, 'vegetableTop': 869}"
,2024-05-05,capsicum,Capsicum,49,56 - 62,59 - 81,1kg,"{'vegetableHeight': 81, 'vegetableWidth': 64, 'vegetableTop': 933}"
,2024-05-05,bittergourd,Bitter Gourd,32,37 - 41,38 - 53,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 87, 'vegetableTop': 1101}"
,2024-05-05,bottlegourd,Bottle Gourd,24,28 - 30,29 - 40,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 64, 'vegetableTop': 1165}"
,2024-05-05,butterbeans,Butter Beans,49,56 - 62,59 - 81,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 82, 'vegetableTop': 1229}"
,2024-05-05,broadbeans,Broad Beans,29,33 - 37,35 - 48,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 1293}"
,2024-05-05,cabbage,Cabbage,21,24 - 27,25 - 35,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 70, 'vegetableTop': 1357}"
,2024-05-05,carrot,Carrot,46,53 - 58,55 - 76,1kg,"{'vegetableHeight': 85, 'vegetableWidth': 64, 'vegetableTop': 464}"
,2024-05-05,cauliflower,Cauliflower,28,32 - 36,34 - 46,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 71, 'vegetableTop': 1421}"
,2024-05-05,clusterbeans,Cluster beans,45,52 - 57,54 - 74,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 85, 'vegetableTop': 1485}"
,2024-05-05,coconut,Coconut,36,41 - 46,43 - 59,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 77, 'vegetableTop': 1549}"
,2024-05-05,colocasialeaves,Colocasia Leaves,12,14 - 15,14 - 20,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 79, 'vegetableTop': 1613}"
,2024-05-05,colocasia,Colocasia,28,32 - 36,34 - 46,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 1677}"
,2024-05-05,corianderleaves,Coriander Leaves,7,8 - 9,8 - 12,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 56, 'vegetableTop': 1741}"
,2024-05-05,corn,Corn,26,30 - 33,31 - 43,1kg,"{'vegetableHeight': 111, 'vegetableWidth': 64, 'vegetableTop': 1805}"
,2024-05-05,cucumber,Cucumber,28,32 - 36,34 - 46,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 92, 'vegetableTop': 1916}"
,2024-05-05,curryleaves,Curry Leaves,28,32 - 36,34 - 46,1kg,"{'vegetableHeight': 81, 'vegetableWidth': 64, 'vegetableTop': 1980}"
,2024-05-05,dillleaves,Dill Leaves,15,17 - 19,18 - 25,1kg,"{'vegetableHeight': 77, 'vegetableWidth': 64, 'vegetableTop': 2061}"
,2024-05-05,drumsticks,Drumsticks,40,46 - 51,48 - 66,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 87, 'vegetableTop': 2138}"
,2024-05-05,brinjal,Brinjal,28,32 - 36,34 - 46,1kg,"{'vegetableHeight': 86, 'vegetableWidth': 64, 'vegetableTop': 2202}"
,2024-05-05,brinjalbig,Brinjal (Big),24,28 - 30,29 - 40,1kg,"{'vegetableHeight': 71, 'vegetableWidth': 64, 'vegetableTop': 2288}"
,2024-05-05,elephantyam,Elephant Yam,24,28 - 30,29 - 40,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 86, 'vegetableTop': 2423}"
,2024-05-05,fenugreekleaves,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 91, 'vegetableTop': 2551}"
,2024-05-05,frenchbeans,French Beans,53,61 - 67,64 - 87,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 97, 'vegetableTop': 2615}"
,2024-05-05,garlic,Garlic,171,197 - 217,205 - 282,1kg,"{'vegetableHeight': 68, 'vegetableWidth': 64, 'vegetableTop': 2679}"
,2024-05-05,ginger,Ginger,111,128 - 141,133 - 183,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 71, 'vegetableTop': 549}"
,2024-05-05,oniongreen,Onion Green,39,45 - 50,47 - 64,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 104, 'vegetableTop': 2815}"
,2024-05-05,greenpeas,Green Peas,43,49 - 55,52 - 71,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 84, 'vegetableTop': 2943}"
,2024-05-05,ivygourd,Ivy Gourd,23,26 - 29,28 - 38,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 3007}"
,2024-05-05,lemon,Lemon (Lime),65,75 - 83,78 - 107,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 72, 'vegetableTop': 3071}"
,2024-05-05,mangoraw,Mango Raw,26,30 - 33,31 - 43,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 73, 'vegetableTop': 3210}"
,2024-05-05,mintleaves,Mint Leaves,4,5 - 5,5 - 7,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 101, 'vegetableTop': 3274}"
,2024-05-05,mushroom,Mushroom,74,85 - 94,89 - 122,1kg,"{'vegetableHeight': 83, 'vegetableWidth': 64, 'vegetableTop': 3338}"
,2024-05-05,mustardleaves,Mustard Leaves,15,17 - 19,18 - 25,1kg,"{'vegetableHeight': 88, 'vegetableWidth': 64, 'vegetableTop': 3421}"
,2024-05-05,ladiesfinger,Ladies Finger,36,41 - 46,43 - 59,1kg,"{'vegetableHeight': 92, 'vegetableWidth': 64, 'vegetableTop': 3509}"
,2024-05-05,pumpkin,Pumpkin,23,26 - 29,28 - 38,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 65, 'vegetableTop': 3601}"
,2024-05-05,radish,Radish,26,30 - 33,31 - 43,1kg,"{'vegetableHeight': 88, 'vegetableWidth': 64, 'vegetableTop': 3665}"
,2024-05-05,ridgegourd,Ridge Gourd,30,35 - 38,36 - 50,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 138, 'vegetableTop': 3753}"
,2024-05-05,shallot,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg,"{'vegetableHeight': 68, 'vegetableWidth': 64, 'vegetableTop': 3817}"
,2024-05-05,snakegourd,Snake Gourd,23,26 - 29,28 - 38,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 139, 'vegetableTop': 3885}"
,2024-05-05,sorrelleaves,Sorrel Leaves,12,14 - 15,14 - 20,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 79, 'vegetableTop': 3949}"
,2024-05-05,spinach,Spinach,10,12 - 13,12 - 17,1kg,"{'vegetableHeight': 69, 'vegetableWidth': 64, 'vegetableTop': 4013}"
,2024-05-05,sweetpotato,Sweet Potato,38,44 - 48,46 - 63,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 103, 'vegetableTop': 4082}"
,2024-05-06,onionbig,Onion Big,25,29 - 32,30 - 41,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 64, 'vegetableTop': 0}"
,2024-05-06,onionsmall,Onion Small,38,44 - 48,46 - 63,1kg,"{'vegetableHeight': 60, 'vegetableWidth': 64, 'vegetableTop': 64}"
,2024-05-06,tomato,Tomato,25,29 - 32,30 - 41,1kg,"{'vegetableHeight': 50, 'vegetableWidth': 64, 'vegetableTop': 124}"
,2024-05-06,greenchili,Green Chilli,40,46 - 51,48 - 66,1kg,"{'vegetableHeight': 69, 'vegetableWidth': 64, 'vegetableTop': 174}"
,2024-05-06,beetroot,Beetroot,40,46 - 51,48 - 66,1kg,"{'vegetableHeight': 93, 'vegetableWidth': 64, 'vegetableTop': 243}"
,2024-05-06,potato,Potato,27,31 - 34,32 - 45,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 90, 'vegetableTop': 400}"
,2024-05-06,plantain,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 97, 'vegetableTop': 336}"
,2024-05-06,amaranthleaves,Amaranth Leaves,11,13 - 14,13 - 18,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 78, 'vegetableTop': 613}"
,2024-05-06,amla,Amla,60,69 - 76,72 - 99,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 88, 'vegetableTop': 677}"
,2024-05-06,ashgourd,Ash gourd,18,21 - 23,22 - 30,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 109, 'vegetableTop': 741}"
,2024-05-06,babycorn,Baby Corn,49,56 - 62,59 - 81,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 100, 'vegetableTop': 805}"
,2024-05-06,bananaflower,Banana Flower,18,21 - 23,22 - 30,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 107, 'vegetableTop': 869}"
,2024-05-06,capsicum,Capsicum,49,56 - 62,59 - 81,1kg,"{'vegetableHeight': 81, 'vegetableWidth': 64, 'vegetableTop': 933}"
,2024-05-06,bittergourd,Bitter Gourd,32,37 - 41,38 - 53,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 87, 'vegetableTop': 1101}"
,2024-05-06,bottlegourd,Bottle Gourd,24,28 - 30,29 - 40,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 64, 'vegetableTop': 1165}"
,2024-05-06,butterbeans,Butter Beans,49,56 - 62,59 - 81,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 82, 'vegetableTop': 1229}"
,2024-05-06,broadbeans,Broad Beans,29,33 - 37,35 - 48,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 1293}"
,2024-05-06,cabbage,Cabbage,21,24 - 27,25 - 35,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 70, 'vegetableTop': 1357}"
,2024-05-06,carrot,Carrot,46,53 - 58,55 - 76,1kg,"{'vegetableHeight': 85, 'vegetableWidth': 64, 'vegetableTop': 464}"
,2024-05-06,cauliflower,Cauliflower,28,32 - 36,34 - 46,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 71, 'vegetableTop': 1421}"
,2024-05-06,clusterbeans,Cluster beans,45,52 - 57,54 - 74,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 85, 'vegetableTop': 1485}"
,2024-05-06,coconut,Coconut,36,41 - 46,43 - 59,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 77, 'vegetableTop': 1549}"
,2024-05-06,colocasialeaves,Colocasia Leaves,12,14 - 15,14 - 20,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 79, 'vegetableTop': 1613}"
,2024-05-06,colocasia,Colocasia,28,32 - 36,34 - 46,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 1677}"
,2024-05-06,corianderleaves,Coriander Leaves,7,8 - 9,8 - 12,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 56, 'vegetableTop': 1741}"
,2024-05-06,corn,Corn,26,30 - 33,31 - 43,1kg,"{'vegetableHeight': 111, 'vegetableWidth': 64, 'vegetableTop': 1805}"
,2024-05-06,cucumber,Cucumber,28,32 - 36,34 - 46,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 92, 'vegetableTop': 1916}"
,2024-05-06,curryleaves,Curry Leaves,28,32 - 36,34 - 46,1kg,"{'vegetableHeight': 81, 'vegetableWidth': 64, 'vegetableTop': 1980}"
,2024-05-06,dillleaves,Dill Leaves,15,17 - 19,18 - 25,1kg,"{'vegetableHeight': 77, 'vegetableWidth': 64, 'vegetableTop': 2061}"
,2024-05-06,drumsticks,Drumsticks,40,46 - 51,48 - 66,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 87, 'vegetableTop': 2138}"
,2024-05-06,brinjal,Brinjal,28,32 - 36,34 - 46,1kg,"{'vegetableHeight': 86, 'vegetableWidth': 64, 'vegetableTop': 2202}"
,2024-05-06,brinjalbig,Brinjal (Big),24,28 - 30,29 - 40,1kg,"{'vegetableHeight': 71, 'vegetableWidth': 64, 'vegetableTop': 2288}"
,2024-05-06,elephantyam,Elephant Yam,24,28 - 30,29 - 40,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 86, 'vegetableTop': 2423}"
,2024-05-06,fenugreekleaves,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 91, 'vegetableTop': 2551}"
,2024-05-06,frenchbeans,French Beans,53,61 - 67,64 - 87,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 97, 'vegetableTop': 2615}"
,2024-05-06,garlic,Garlic,171,197 - 217,205 - 282,1kg,"{'vegetableHeight': 68, 'vegetableWidth': 64, 'vegetableTop': 2679}"
,2024-05-06,ginger,Ginger,111,128 - 141,133 - 183,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 71, 'vegetableTop': 549}"
,2024-05-06,oniongreen,Onion Green,39,45 - 50,47 - 64,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 104, 'vegetableTop': 2815}"
,2024-05-06,greenpeas,Green Peas,43,49 - 55,52 - 71,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 84, 'vegetableTop': 2943}"
,2024-05-06,ivygourd,Ivy Gourd,23,26 - 29,28 - 38,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 3007}"
,2024-05-06,lemon,Lemon (Lime),65,75 - 83,78 - 107,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 72, 'vegetableTop': 3071}"
,2024-05-06,mangoraw,Mango Raw,26,30 - 33,31 - 43,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 73, 'vegetableTop': 3210}"
,2024-05-06,mintleaves,Mint Leaves,4,5 - 5,5 - 7,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 101, 'vegetableTop': 3274}"
,2024-05-06,mushroom,Mushroom,74,85 - 94,89 - 122,1kg,"{'vegetableHeight': 83, 'vegetableWidth': 64, 'vegetableTop': 3338}"
,2024-05-06,mustardleaves,Mustard Leaves,15,17 - 19,18 - 25,1kg,"{'vegetableHeight': 88, 'vegetableWidth': 64, 'vegetableTop': 3421}"
,2024-05-06,ladiesfinger,Ladies Finger,36,41 - 46,43 - 59,1kg,"{'vegetableHeight': 92, 'vegetableWidth': 64, 'vegetableTop': 3509}"
,2024-05-06,pumpkin,Pumpkin,23,26 - 29,28 - 38,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 65, 'vegetableTop': 3601}"
,2024-05-06,radish,Radish,26,30 - 33,31 - 43,1kg,"{'vegetableHeight': 88, 'vegetableWidth': 64, 'vegetableTop': 3665}"
,2024-05-06,ridgegourd,Ridge Gourd,30,35 - 38,36 - 50,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 138, 'vegetableTop': 3753}"
,2024-05-06,shallot,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg,"{'vegetableHeight': 68, 'vegetableWidth': 64, 'vegetableTop': 3817}"
,2024-05-06,snakegourd,Snake Gourd,23,26 - 29,28 - 38,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 139, 'vegetableTop': 3885}"
,2024-05-06,sorrelleaves,Sorrel Leaves,12,14 - 15,14 - 20,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 79, 'vegetableTop': 3949}"
,2024-05-06,spinach,Spinach,10,12 - 13,12 - 17,1kg,"{'vegetableHeight': 69, 'vegetableWidth': 64, 'vegetableTop': 4013}"
,2024-05-06,sweetpotato,Sweet Potato,38,44 - 48,46 - 63,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 103, 'vegetableTop': 4082}"
,2024-05-07,onionbig,Onion Big,24,28 - 30,29 - 40,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 64, 'vegetableTop': 0}"
,2024-05-07,onionsmall,Onion Small,33,38 - 42,40 - 54,1kg,"{'vegetableHeight': 60, 'vegetableWidth': 64, 'vegetableTop': 64}"
,2024-05-07,tomato,Tomato,24,28 - 30,29 - 40,1kg,"{'vegetableHeight': 50, 'vegetableWidth': 64, 'vegetableTop': 124}"
,2024-05-07,greenchili,Green Chilli,43,49 - 55,52 - 71,1kg,"{'vegetableHeight': 69, 'vegetableWidth': 64, 'vegetableTop': 174}"
,2024-05-07,beetroot,Beetroot,34,39 - 43,41 - 56,1kg,"{'vegetableHeight': 93, 'vegetableWidth': 64, 'vegetableTop': 243}"
,2024-05-07,potato,Potato,29,33 - 37,35 - 48,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 90, 'vegetableTop': 400}"
,2024-05-07,plantain,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 97, 'vegetableTop': 336}"
,2024-05-07,amaranthleaves,Amaranth Leaves,13,15 - 17,16 - 21,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 78, 'vegetableTop': 613}"
,2024-05-07,amla,Amla,70,81 - 89,84 - 116,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 88, 'vegetableTop': 677}"
,2024-05-07,ashgourd,Ash gourd,21,24 - 27,25 - 35,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 109, 'vegetableTop': 741}"
,2024-05-07,babycorn,Baby Corn,65,75 - 83,78 - 107,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 100, 'vegetableTop': 805}"
,2024-05-07,bananaflower,Banana Flower,20,23 - 25,24 - 33,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 107, 'vegetableTop': 869}"
,2024-05-07,capsicum,Capsicum,44,51 - 56,53 - 73,1kg,"{'vegetableHeight': 81, 'vegetableWidth': 64, 'vegetableTop': 933}"
,2024-05-07,bittergourd,Bitter Gourd,31,36 - 39,37 - 51,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 87, 'vegetableTop': 1101}"
,2024-05-07,bottlegourd,Bottle Gourd,27,31 - 34,32 - 45,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 64, 'vegetableTop': 1165}"
,2024-05-07,butterbeans,Butter Beans,48,55 - 61,58 - 79,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 82, 'vegetableTop': 1229}"
,2024-05-07,broadbeans,Broad Beans,33,38 - 42,40 - 54,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 96, 'vegetableTop': 1293}"
,2024-05-07,cabbage,Cabbage,22,25 - 28,26 - 36,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 70, 'vegetableTop': 1357}"
,2024-05-07,carrot,Carrot,46,53 - 58,55 - 76,1kg,"{'vegetableHeight': 85, 'vegetableWidth': 64, 'vegetableTop': 464}"
,2024-05-07,cauliflower,Cauliflower,27,31 - 34,32 - 45,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 71, 'vegetableTop': 1421}"
,2024-05-07,clusterbeans,Cluster beans,45,52 - 57,54 - 74,1kg,"{'vegetableHeight': 64, 'vegetableWidth': 85, 'vegetableTop': 1485}"
